Image Name,Deposit,OpenJoint,Washing,Spalling,Deformation,AttachedDeposit,Nothing
7_AttachedDeposit_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0105 (5).jpg,0,1,1,0,0,1,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (202).jpg,0,1,0,0,0,0,0
7_AttachedDeposit_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0105 (6).jpg,0,0,1,0,0,1,0
7_AttachedDeposit_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0105 (7).jpg,0,1,1,0,0,1,0
7_AttachedDeposit_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0105 (8).jpg,0,1,1,0,0,1,0
7_AttachedDeposit_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0105 (9).jpg,0,1,0,0,0,1,0
7_Deposit_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0637 (1).jpg,1,0,1,0,0,0,0
7_Deposit_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0637 (2).jpg,1,0,1,0,0,0,0
7_Deposit_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0637 (3).jpg,1,0,1,0,0,0,0
7_Deposit_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0637 (4).jpg,1,0,1,0,0,0,0
7_Deposit_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0637 (5).jpg,1,0,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (1).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (203).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (10).jpg,0,0,0,0,0,0,1
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (100).jpg,0,0,0,0,0,0,1
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (101).jpg,0,0,0,0,0,0,1
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (102).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (103).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (11).jpg,0,0,0,0,0,0,1
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (12).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (13).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (14).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (15).jpg,0,1,0,0,0,1,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (204).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (16).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (17).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (18).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (19).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (2).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (20).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (21).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (22).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (23).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (24).jpg,0,1,0,0,0,1,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (205).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (25).jpg,0,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (26).jpg,1,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (27).jpg,1,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (28).jpg,1,1,0,0,0,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (29).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (3).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (30).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (31).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (32).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (33).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (206).jpg,0,1,0,1,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (34).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (35).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (36).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (37).jpg,0,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (38).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (39).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (4).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (40).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (41).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (42).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (21).jpg,0,1,0,1,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (43).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (44).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (45).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (46).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (47).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (48).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (49).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (5).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (50).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (51).jpg,0,1,0,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (27).jpg,0,0,0,1,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (22).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (52).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (53).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (54).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (55).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (56).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (57).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (58).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (59).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (6).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (60).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (23).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (61).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (62).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (63).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (64).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (65).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (66).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (67).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (68).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (69).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (7).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (24).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (70).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (71).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (72).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (73).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (74).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (75).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (76).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (77).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (78).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (79).jpg,0,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (25).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (8).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (80).jpg,1,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (81).jpg,0,0,0,0,0,0,1
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (82).jpg,0,0,0,0,0,0,1
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (83).jpg,0,0,0,0,0,0,1
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (84).jpg,0,0,0,0,0,0,1
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (85).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (86).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (87).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (88).jpg,1,1,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (26).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (89).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (9).jpg,0,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (90).jpg,1,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (91).jpg,1,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (92).jpg,1,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (93).jpg,1,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (94).jpg,1,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (95).jpg,1,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (96).jpg,1,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (97).jpg,1,0,0,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (27).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (98).jpg,1,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0066 (99).jpg,1,0,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (1).jpg,1,1,1,0,1,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (10).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (11).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (12).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (13).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (14).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (15).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (16).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (28).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (17).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (18).jpg,0,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (19).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (2).jpg,1,1,1,0,1,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (20).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (21).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (22).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (23).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (24).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (25).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (29).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (26).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (27).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (28).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (29).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (3).jpg,1,1,1,0,1,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (30).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (31).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (32).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (33).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (34).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (3).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (35).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (36).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (37).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (38).jpg,1,1,1,0,1,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (39).jpg,1,1,1,0,1,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (4).jpg,1,1,1,0,1,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (40).jpg,1,1,1,0,1,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (41).jpg,1,1,1,0,1,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (42).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (43).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (30).jpg,0,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (44).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (45).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (46).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (47).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (48).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (49).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (5).jpg,1,1,1,0,1,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (50).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (51).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (52).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (28).jpg,0,0,0,1,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (31).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (53).jpg,1,1,1,0,1,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (54).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (55).jpg,1,1,1,0,1,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (56).jpg,1,1,1,0,1,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (57).jpg,1,1,1,0,1,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (58).jpg,1,1,1,0,1,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (59).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (6).jpg,1,1,1,0,1,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (60).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (61).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (32).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (62).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (63).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (64).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (65).jpg,0,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (66).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (67).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (68).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (69).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (7).jpg,1,1,1,0,1,1,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (70).jpg,1,1,1,0,1,1,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (33).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (71).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (72).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (73).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (74).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (75).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (76).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (77).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (78).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (79).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (8).jpg,1,1,1,0,0,1,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (34).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (80).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (81).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (82).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (83).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (84).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (85).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (86).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (87).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (88).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (89).jpg,1,1,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (35).jpg,1,1,0,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (9).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (90).jpg,1,1,1,0,0,0,0
7_Joints_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0101 (91).jpg,1,1,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (1).jpg,1,0,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (10).jpg,1,0,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (11).jpg,1,0,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (12).jpg,1,0,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (13).jpg,0,0,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (14).jpg,0,0,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (15).jpg,1,0,1,0,0,0,0
13_Joints_L1.P27.M290-L1.P27.M291_2018.01.21_D 127 (36).jpg,1,1,0,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (16).jpg,1,0,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (17).jpg,1,0,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (18).jpg,1,0,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (19).jpg,1,0,1,0,0,0,0
7_Washing_L1.P27.M282C-L1.P27.M282_2018.05.07_D 0365 - Copy (2).jpg,1,0,1,0,0,0,0
